Transaction_ID,Transaction_Amount,Transaction_Type,Vendor_Risk_Score,Employee_ID,Department,Transaction_Frequency,Round_Amount_Flag,Weekend_Transaction,Approval_Level,Previous_Fraud_Flag,Unusual_Time_Flag,Multiple_Approvals,Vendor_New_Flag,Audit_Risk
T02161,21062.13,Purchase,0.95,E233,HR,5,1,0,Manager,0,0,0,0,0
T02162,19400.61,Expense,0.28,E352,Sales,29,0,1,Director,0,0,0,1,0
T02163,8688.87,Purchase,0.44,E112,Finance,5,0,0,Manager,0,0,0,1,0
T02164,36833.4,Expense,0.9,E273,IT,7,1,0,Director,0,0,0,0,0
T02165,12746.2,Expense,0.68,E189,Admin,3,1,0,Manager,0,1,0,1,0
T02166,77364.85,Purchase,0.62,E388,Finance,3,0,0,VP,0,0,0,1,0
T02167,20110.21,Transfer,0.71,E306,IT,17,0,0,Director,0,0,1,1,0
T02168,2699.56,Purchase,0.83,E161,Finance,24,0,0,Director,0,0,0,0,0
T02169,22551.2,Transfer,0.88,E138,HR,2,0,0,Director,1,0,1,0,0
T02170,7863.93,Expense,0.64,E159,Admin,15,0,0,Director,0,1,1,0,0
T02171,23188.1,Expense,0.89,E204,IT,19,1,0,Manager,0,0,0,0,0
T02172,1443.7,Purchase,0.54,E338,HR,23,0,1,Director,1,0,0,0,0
T02173,3844.56,Purchase,0.28,E226,Sales,10,0,0,VP,0,0,1,0,0
T02174,38722.38,Transfer,0.88,E182,Sales,26,1,1,Manager,1,0,1,0,1
T02175,5154.17,Transfer,0.54,E319,HR,11,0,0,VP,0,0,0,0,0
T02176,36285.15,Transfer,0.91,E204,IT,24,0,0,Manager,0,0,1,1,0
T02177,6549.98,Purchase,0.04,E173,IT,9,0,0,Manager,0,0,1,0,0
T02178,20593.78,Expense,0.4,E234,Admin,14,0,0,Director,0,1,1,0,0
T02179,23693.25,Purchase,0.95,E161,HR,24,1,0,VP,0,0,1,0,0
T02180,14375.65,Expense,0.25,E100,Sales,7,0,0,VP,1,1,1,1,0
T02181,7285.81,Purchase,0.94,E178,HR,10,0,0,VP,0,0,1,1,0
T02182,4781.51,Purchase,0.95,E164,Finance,1,0,0,Manager,0,0,0,0,0
T02183,675.05,Transfer,0.88,E282,IT,1,1,0,Director,0,1,1,1,1
T02184,7246.57,Expense,0.56,E165,Finance,14,0,0,Manager,0,0,0,1,0
T02185,21177.99,Purchase,0.65,E307,Sales,27,1,0,Director,1,0,1,0,0
T02186,55710.99,Purchase,0.87,E153,IT,8,1,1,VP,0,0,1,1,1
T02187,40990.59,Expense,0.78,E320,Sales,14,0,1,VP,0,0,1,1,0
T02188,29054.22,Purchase,0.63,E335,Sales,7,0,0,VP,0,0,1,1,0
T02189,31065.63,Expense,0.98,E199,Sales,18,0,0,VP,0,1,1,0,0
T02190,21871.59,Transfer,0.69,E202,Admin,25,1,1,Manager,1,0,0,0,1
T02191,6029.86,Transfer,0.98,E281,Sales,26,0,0,Director,0,0,1,0,0
T02192,47545.1,Expense,0.06,E207,Sales,23,0,0,VP,0,0,1,1,0
T02193,22217.68,Transfer,0.14,E111,Finance,9,0,0,Director,0,1,0,0,0
T02194,16439.65,Expense,0.45,E185,Finance,27,1,0,Director,0,0,1,1,0
T02195,2352.92,Purchase,0.38,E387,Finance,15,0,0,Manager,0,0,0,0,0
T02196,11849.95,Purchase,0.78,E313,IT,1,0,0,Manager,0,1,1,1,0
T02197,12337.0,Expense,0.16,E143,Admin,11,1,0,Manager,0,0,0,0,0
T02198,39985.06,Purchase,0.98,E177,IT,19,0,0,Manager,0,0,0,1,0
T02199,15821.74,Transfer,0.32,E154,Admin,10,0,0,Director,1,0,0,0,0
T02200,9573.64,Purchase,0.43,E371,Admin,18,0,1,VP,0,0,0,1,0
T02201,75272.34,Purchase,0.27,E170,HR,22,1,0,VP,0,0,1,0,0
T02202,2346.88,Expense,0.58,E167,HR,26,1,0,Director,0,0,1,1,0
T02203,10982.61,Transfer,0.06,E279,HR,4,0,0,VP,0,0,1,0,0
T02204,858.67,Purchase,0.15,E273,Admin,18,0,0,Director,0,0,0,1,0
T02205,26934.1,Purchase,0.75,E268,Admin,18,0,0,Director,0,0,1,0,0
T02206,50039.4,Expense,0.19,E360,IT,22,1,0,VP,0,0,0,1,0
T02207,6571.12,Expense,0.24,E224,Admin,25,0,0,Manager,0,0,1,0,0
T02208,39086.75,Transfer,0.79,E230,Sales,22,1,0,Manager,0,0,0,0,0
T02209,6912.39,Purchase,0.09,E333,Sales,20,0,0,VP,0,0,1,0,0
T02210,48330.8,Expense,0.44,E253,Admin,12,0,0,Manager,0,0,1,0,0
T02211,28045.38,Expense,0.02,E224,Sales,9,0,1,VP,0,0,1,0,0
T02212,32685.56,Expense,0.35,E199,Admin,18,0,0,VP,0,0,1,0,0
T02213,363.41,Transfer,0.7,E152,HR,6,0,0,VP,0,0,0,1,0
T02214,65834.5,Expense,0.09,E227,Admin,23,1,0,Manager,1,0,0,0,1
T02215,25941.58,Transfer,0.89,E113,HR,29,0,0,Director,0,0,0,1,0
T02216,7269.71,Transfer,0.91,E104,Finance,19,1,0,Director,1,0,1,0,1
T02217,35368.05,Purchase,0.1,E349,Sales,20,1,1,Manager,0,0,0,0,0
T02218,6612.38,Purchase,0.99,E126,Finance,23,0,0,Manager,1,0,0,0,0
T02219,41232.64,Transfer,0.3,E224,Sales,25,0,1,Director,0,0,0,0,0
T02220,2388.75,Purchase,0.08,E128,Finance,15,1,0,Director,0,1,0,0,0
T02221,24326.71,Purchase,0.01,E102,Admin,5,0,0,Director,0,0,0,0,0
T02222,15560.97,Expense,0.41,E327,Finance,11,0,0,Director,0,0,1,0,0
T02223,2030.35,Purchase,0.63,E236,Sales,13,0,0,VP,0,0,1,0,0
T02224,5538.64,Transfer,0.33,E356,IT,2,0,0,VP,0,1,0,0,0
T02225,249.63,Purchase,0.84,E339,Sales,8,1,0,Director,0,0,1,0,0
T02226,12651.13,Expense,0.72,E378,IT,25,0,0,VP,0,1,1,0,0
T02227,7169.68,Transfer,0.35,E259,Admin,27,0,0,Director,0,1,0,0,0
T02228,18243.86,Purchase,0.73,E105,Sales,11,0,0,Manager,0,1,0,0,0
T02229,7054.73,Transfer,0.94,E242,Finance,18,0,0,VP,0,1,0,1,0
T02230,7131.19,Purchase,0.09,E280,Admin,26,0,0,VP,0,0,0,0,0
T02231,27188.62,Expense,0.31,E129,Sales,10,1,1,Manager,0,0,0,1,0
T02232,986.81,Purchase,0.46,E352,Admin,1,0,0,Director,0,0,0,0,0
T02233,46639.25,Transfer,0.5,E139,IT,4,1,1,VP,0,0,0,0,0
T02234,38246.55,Transfer,0.54,E286,Admin,29,0,1,VP,0,0,0,0,0
T02235,22040.64,Transfer,0.3,E326,Finance,17,0,1,VP,0,0,0,0,0
T02236,17989.73,Purchase,0.67,E319,Sales,17,0,0,Director,0,1,0,0,0
T02237,44568.58,Purchase,0.65,E142,IT,5,0,0,VP,0,0,1,0,0
T02238,4099.45,Purchase,0.58,E243,Admin,23,0,0,Manager,0,0,0,0,0
T02239,1645.24,Expense,0.11,E377,HR,3,1,1,VP,0,0,1,1,0
T02240,5475.85,Expense,0.48,E273,IT,7,0,1,Manager,0,0,0,0,0
T02241,31653.8,Expense,0.36,E346,IT,5,0,0,Manager,0,0,0,0,0
T02242,705.71,Transfer,0.49,E272,Finance,10,1,0,Director,0,0,1,0,0
T02243,17484.12,Transfer,0.92,E140,Finance,27,1,0,Director,0,0,1,0,0
T02244,107797.76,Transfer,0.48,E149,Admin,24,0,0,VP,0,0,0,1,0
T02245,38716.67,Transfer,0.01,E279,HR,7,0,0,Manager,0,0,1,1,0
T02246,14739.71,Transfer,0.44,E258,IT,17,1,1,Manager,0,0,0,0,0
T02247,1315.12,Purchase,0.82,E136,Admin,29,1,0,Director,0,0,0,1,0
T02248,35601.38,Transfer,0.78,E126,HR,17,0,0,VP,0,0,1,0,0
T02249,18274.81,Purchase,0.51,E355,Admin,7,0,0,VP,0,0,0,0,0
T02250,2441.84,Expense,0.25,E377,IT,6,0,0,Manager,0,1,0,1,0
T02251,1971.17,Expense,0.47,E348,Admin,9,0,0,VP,0,0,1,1,0
T02252,48076.15,Expense,0.56,E280,Finance,8,1,1,VP,1,1,0,0,1
T02253,22124.84,Expense,1.0,E116,Finance,29,0,0,Manager,0,0,1,1,0
T02254,35355.41,Expense,0.64,E224,Sales,14,0,0,Director,0,1,0,0,0
T02255,42235.81,Transfer,0.69,E311,HR,22,0,0,VP,0,0,0,0,0
T02256,16962.01,Transfer,0.49,E336,IT,6,0,0,Director,0,0,0,0,0
T02257,14573.26,Transfer,0.35,E398,HR,9,1,0,VP,0,1,0,0,0
T02258,11257.38,Expense,0.81,E299,Finance,28,0,0,Director,0,0,0,0,0
T02259,7623.64,Expense,0.49,E280,IT,20,0,0,VP,0,0,0,0,0
T02260,11404.29,Purchase,0.99,E229,Sales,25,1,0,VP,0,0,1,0,0
T02261,29733.76,Transfer,0.46,E220,Finance,11,1,0,VP,0,0,1,0,0
T02262,18422.22,Expense,0.07,E286,Finance,11,0,0,VP,0,0,1,1,0
T02263,44609.62,Expense,0.68,E326,HR,8,0,0,VP,1,0,0,0,0
T02264,11717.45,Expense,0.05,E261,Admin,3,0,0,Manager,1,0,0,1,0
T02265,18683.47,Purchase,0.25,E211,HR,11,1,0,VP,0,0,0,0,0
T02266,19955.85,Expense,0.35,E233,Finance,4,0,0,Manager,0,0,0,0,0
T02267,17914.92,Purchase,0.74,E285,HR,23,0,0,VP,1,0,0,0,0
T02268,24255.82,Purchase,0.49,E274,Admin,3,0,1,Director,0,0,0,0,0
T02269,5421.31,Transfer,0.03,E360,Sales,13,1,0,Director,0,0,0,0,0
T02270,14363.71,Expense,0.62,E368,IT,19,1,0,Director,0,0,1,1,0
T02271,2201.32,Purchase,0.41,E381,Finance,8,1,1,Manager,0,0,0,1,0
T02272,9706.77,Expense,0.92,E323,HR,21,0,1,Manager,0,0,0,1,0
T02273,13375.61,Transfer,0.5,E351,Finance,28,0,1,Director,0,0,0,1,0
T02274,21123.95,Transfer,0.71,E163,IT,21,1,0,Manager,0,0,1,0,0
T02275,60128.2,Purchase,0.22,E223,HR,24,0,0,Director,0,0,1,0,0
T02276,18358.39,Transfer,0.76,E169,Sales,22,0,0,VP,0,1,0,1,0
T02277,27219.86,Transfer,0.72,E337,IT,21,0,1,VP,0,0,0,0,0
T02278,14115.17,Transfer,0.9,E174,Admin,1,1,0,VP,0,1,1,0,1
T02279,20108.12,Expense,0.03,E109,Admin,21,1,0,VP,0,0,1,0,0
T02280,1471.47,Expense,0.45,E367,Finance,8,0,0,Manager,0,0,1,0,0
T02281,5871.09,Purchase,0.68,E187,Admin,9,0,0,Director,1,0,0,1,0
T02282,8983.74,Purchase,0.1,E149,HR,6,0,0,Manager,0,0,1,1,0
T02283,12791.88,Transfer,0.41,E242,Admin,11,1,0,Director,0,0,1,0,0
T02284,934.47,Transfer,0.94,E158,Sales,29,0,1,VP,0,0,1,0,0
T02285,3017.02,Purchase,0.44,E310,HR,29,1,0,Director,0,0,1,0,0
T02286,6481.79,Transfer,0.99,E171,Finance,10,0,1,Manager,0,0,0,0,0
T02287,71179.98,Purchase,0.06,E343,Finance,3,0,1,Director,1,0,0,0,1
T02288,8049.8,Expense,0.72,E338,Admin,8,0,0,VP,0,0,0,0,0
T02289,13157.19,Transfer,0.58,E289,Admin,29,0,0,Manager,0,0,0,0,0
T02290,4365.55,Transfer,0.5,E149,Finance,5,0,1,Manager,0,1,1,0,0
T02291,18872.21,Transfer,0.97,E304,HR,2,0,0,Director,0,0,0,1,0
T02292,6589.07,Expense,0.13,E153,IT,16,0,0,VP,1,0,0,0,0
T02293,4638.45,Expense,0.9,E323,Finance,1,1,1,Director,0,0,1,0,1
T02294,14537.08,Transfer,0.69,E255,Sales,27,1,0,Manager,1,0,1,1,0
T02295,110.42,Purchase,0.26,E150,HR,24,0,0,Director,0,0,0,1,0
T02296,153.87,Expense,0.9,E340,IT,2,0,0,Director,1,0,1,0,0
T02297,4945.36,Transfer,0.43,E260,IT,27,1,0,VP,0,0,0,0,0
T02298,748.25,Transfer,0.81,E228,HR,3,0,0,Director,0,0,0,0,0
T02299,2286.36,Expense,0.39,E184,Finance,9,1,0,VP,1,0,1,1,0
T02300,8275.81,Purchase,0.85,E168,IT,17,0,0,Director,0,0,0,0,0
T02301,32449.01,Transfer,0.64,E154,Sales,24,1,0,VP,0,0,1,0,0
T02302,16974.91,Purchase,0.14,E184,HR,12,0,1,Manager,1,0,0,0,0
T02303,14376.18,Purchase,0.65,E179,Admin,2,1,0,VP,0,0,0,0,0
T02304,6948.33,Expense,0.19,E319,Finance,24,0,1,VP,0,1,0,0,0
T02305,53692.65,Transfer,0.41,E209,HR,2,0,0,Director,0,0,1,0,0
T02306,10117.26,Transfer,0.17,E352,Sales,23,1,1,Director,0,0,1,1,0
T02307,1822.42,Purchase,0.02,E263,IT,19,1,1,Manager,0,0,1,0,0
T02308,19197.88,Expense,0.21,E202,Finance,20,1,0,VP,0,0,0,0,0
T02309,2417.12,Expense,0.54,E212,Finance,28,0,0,Manager,0,0,0,0,0
T02310,8469.22,Expense,0.48,E351,HR,27,0,1,Director,1,0,1,1,0
T02311,14161.64,Purchase,0.5,E251,HR,17,0,0,VP,0,0,0,0,0
T02312,41464.82,Purchase,0.25,E350,Sales,28,0,0,Manager,0,0,0,0,0
T02313,13606.46,Transfer,0.69,E187,Admin,26,0,0,Director,0,0,1,1,0
T02314,24230.61,Expense,0.7,E199,HR,17,0,0,Director,0,0,0,1,0
T02315,98720.31,Purchase,0.36,E219,HR,13,0,1,Manager,0,0,1,0,0
T02316,2819.5,Expense,0.88,E303,HR,12,0,0,VP,0,0,1,0,0
T02317,6424.27,Purchase,0.64,E248,Sales,11,0,0,Manager,0,0,1,1,0
T02318,10036.53,Transfer,0.71,E300,IT,26,0,0,Director,1,0,0,0,0
T02319,10957.68,Expense,0.28,E394,Admin,28,0,0,VP,0,0,0,0,0
T02320,10587.3,Purchase,0.0,E102,Sales,11,0,1,VP,0,0,1,0,0
T02321,47634.95,Expense,0.87,E167,HR,24,0,0,Manager,0,0,0,0,0
T02322,25037.55,Purchase,0.82,E253,IT,8,0,1,Director,0,0,1,1,0
T02323,18725.03,Purchase,0.12,E281,HR,18,0,0,Manager,0,1,0,0,0
T02324,7403.1,Purchase,0.37,E112,Sales,4,0,0,Manager,0,0,0,0,0
T02325,34721.62,Expense,0.66,E288,Finance,18,0,0,Director,0,1,1,0,0
T02326,62048.77,Purchase,0.65,E119,HR,29,0,0,VP,0,0,0,1,0
T02327,34429.56,Transfer,0.86,E382,IT,15,0,0,VP,1,1,0,0,1
T02328,31.33,Expense,0.14,E109,Admin,24,1,0,Manager,0,0,1,1,0
T02329,20234.09,Transfer,0.43,E287,Finance,7,1,0,VP,0,0,0,0,0
T02330,1049.78,Transfer,0.1,E118,HR,23,0,0,Director,0,0,0,0,0
T02331,5957.54,Expense,0.39,E242,HR,26,0,0,VP,1,0,0,0,0
T02332,1227.4,Purchase,0.02,E202,IT,15,0,0,Director,0,0,0,0,0
T02333,18516.49,Transfer,0.9,E340,Finance,19,0,1,VP,0,0,1,0,0
T02334,23204.86,Expense,0.53,E251,Finance,28,0,0,Manager,0,0,1,0,0
T02335,2431.78,Purchase,0.85,E371,Finance,27,0,0,Director,0,0,0,1,0
T02336,9684.94,Expense,0.06,E287,HR,21,0,0,Director,0,0,0,0,0
T02337,12184.82,Expense,0.23,E309,Finance,17,0,1,Director,0,1,1,0,0
T02338,9210.67,Expense,0.26,E276,HR,10,1,0,VP,0,1,0,0,0
T02339,2579.98,Purchase,0.39,E293,HR,11,0,0,Manager,0,0,0,1,0
T02340,10858.29,Transfer,0.8,E276,Finance,14,0,0,VP,0,0,0,0,0
T02341,27820.35,Transfer,0.39,E165,Sales,4,0,0,Manager,0,1,1,0,0
T02342,1473.1,Expense,0.2,E101,Admin,4,0,0,Director,0,0,0,0,0
T02343,1671.55,Expense,0.06,E370,Admin,1,0,0,VP,0,0,0,1,0
T02344,8763.01,Purchase,0.08,E159,Sales,12,0,0,Director,0,0,1,0,0
T02345,56851.89,Expense,0.76,E142,Finance,7,0,0,VP,0,0,1,0,0
T02346,22086.93,Expense,0.44,E192,HR,5,0,0,Manager,0,1,0,0,0
T02347,22705.73,Expense,0.73,E325,IT,1,1,0,Manager,0,0,0,0,0
T02348,8985.83,Transfer,0.68,E385,Sales,21,1,0,Director,0,0,1,0,0
T02349,18011.34,Expense,0.14,E162,Admin,24,0,0,Manager,1,0,0,0,0
T02350,203.66,Transfer,0.14,E379,Admin,26,1,0,VP,0,0,1,0,0
T02351,20217.31,Purchase,0.76,E113,HR,8,1,1,VP,0,0,1,0,1
T02352,48903.02,Purchase,0.72,E127,Admin,29,0,0,Director,0,0,0,0,0
T02353,18964.58,Transfer,0.38,E241,Admin,18,0,1,Director,0,0,1,0,0
T02354,41381.68,Transfer,0.08,E207,HR,13,0,0,Director,0,0,1,1,0
T02355,25745.14,Transfer,0.01,E389,Finance,17,0,0,Director,0,0,0,1,0
T02356,2569.36,Transfer,0.29,E177,Admin,2,0,0,VP,0,0,1,0,0
T02357,46548.48,Expense,0.01,E346,Finance,6,0,0,Director,0,0,0,1,0
T02358,1375.08,Transfer,0.23,E111,IT,29,0,0,Manager,0,0,1,1,0
T02359,15270.0,Transfer,0.42,E283,Finance,21,1,1,Manager,0,0,1,0,0
T02360,3066.22,Transfer,0.12,E395,HR,4,1,1,Manager,0,0,0,1,0
T02361,235.51,Expense,0.1,E339,HR,8,0,1,Manager,0,0,0,1,0
T02362,10964.81,Expense,0.9,E362,HR,15,0,0,Director,0,0,0,0,0
T02363,6992.3,Expense,0.59,E172,Admin,5,1,0,VP,0,0,0,1,0
T02364,13310.66,Purchase,0.93,E167,Sales,20,0,0,Manager,0,0,1,0,0
T02365,17217.12,Expense,0.35,E386,Admin,29,0,1,Manager,0,0,0,1,0
T02366,894.49,Transfer,0.68,E319,Finance,11,1,0,Manager,0,0,1,0,0
T02367,2625.04,Expense,0.2,E146,IT,8,0,0,Manager,0,0,0,1,0
T02368,16358.0,Expense,0.62,E157,IT,28,1,1,Director,0,0,0,0,0
T02369,8406.52,Transfer,0.13,E123,IT,17,0,0,Manager,0,0,0,1,0
T02370,26125.54,Expense,0.0,E389,IT,9,0,1,Manager,0,0,1,1,0
T02371,21127.82,Purchase,0.93,E123,Sales,18,0,0,Manager,0,1,0,0,0
T02372,37364.74,Expense,0.55,E163,IT,14,0,0,VP,1,0,0,1,0
T02373,23585.14,Purchase,0.93,E354,Admin,24,0,0,VP,0,0,1,0,0
T02374,11239.96,Purchase,0.33,E247,IT,9,0,0,Manager,0,0,1,0,0
T02375,22353.86,Purchase,0.33,E215,HR,10,0,0,VP,0,0,0,1,0
T02376,6442.19,Transfer,0.4,E197,Finance,24,1,0,Manager,0,0,0,0,0
T02377,7314.7,Expense,0.71,E338,Admin,25,1,0,Manager,0,0,0,0,0
T02378,31116.54,Purchase,0.57,E382,Sales,20,0,0,Manager,0,0,1,0,0
T02379,11826.96,Purchase,0.93,E399,Admin,27,1,1,Manager,0,0,1,0,1
T02380,32027.44,Expense,0.03,E192,HR,2,1,0,Director,0,0,0,0,0
T02381,34566.95,Transfer,0.71,E164,IT,3,1,0,Manager,0,0,1,0,0
T02382,38977.02,Transfer,0.33,E273,IT,29,0,1,VP,1,0,1,1,0
T02383,49690.59,Purchase,0.18,E334,Sales,24,0,1,Director,0,0,1,1,0
T02384,11276.98,Transfer,0.51,E266,Finance,5,0,0,VP,0,0,1,0,0
T02385,7679.95,Expense,0.51,E336,IT,27,0,1,Director,0,0,1,1,0
T02386,17454.99,Transfer,0.14,E106,Sales,4,1,0,Manager,0,0,0,0,0
T02387,9277.96,Expense,0.2,E142,IT,3,0,0,Manager,0,1,1,0,0
T02388,18379.6,Purchase,0.41,E375,Admin,27,0,1,Manager,0,0,0,1,0
T02389,24455.36,Expense,0.41,E252,Sales,19,0,1,Manager,0,0,1,1,0
T02390,23321.02,Purchase,0.32,E142,Sales,10,0,0,Director,0,0,0,0,0
T02391,9385.77,Expense,0.15,E312,Sales,26,0,0,VP,0,0,0,1,0
T02392,3651.08,Expense,0.0,E300,IT,7,0,0,Manager,0,0,0,0,0
T02393,11260.96,Transfer,0.97,E254,Sales,27,0,1,Manager,0,0,1,0,0
T02394,3076.88,Expense,0.94,E319,Admin,12,0,1,Manager,0,0,0,0,0
T02395,44163.15,Purchase,0.48,E252,Finance,8,1,0,Manager,0,0,0,0,0
T02396,8489.21,Expense,1.0,E135,Finance,29,1,1,VP,0,0,0,0,1
T02397,3355.59,Purchase,0.67,E325,HR,5,0,0,Director,0,1,1,0,0
T02398,515.54,Purchase,0.07,E220,Admin,24,0,0,Manager,0,0,0,1,0
T02399,20759.14,Expense,0.12,E108,Admin,13,0,0,Manager,0,0,0,0,0
T02400,20261.67,Transfer,0.92,E280,Sales,9,1,0,VP,1,0,1,0,1
T02401,8328.63,Expense,0.63,E120,HR,4,1,1,VP,0,0,0,0,0
T02402,1488.26,Expense,0.84,E371,Admin,2,0,0,VP,0,0,0,0,0
T02403,10540.08,Transfer,0.9,E293,Admin,5,1,0,Director,0,0,1,0,0
T02404,7456.59,Purchase,0.45,E125,Admin,2,1,0,Manager,0,0,0,0,0
T02405,22609.53,Expense,0.05,E384,IT,26,0,0,VP,0,0,0,0,0
T02406,18616.88,Transfer,0.19,E197,Admin,18,0,0,Director,0,0,0,0,0
T02407,9069.81,Transfer,0.07,E318,IT,6,0,0,Director,0,0,1,0,0
T02408,4915.26,Purchase,0.19,E372,Admin,26,0,0,VP,0,1,0,0,0
T02409,88517.01,Transfer,0.41,E387,Finance,11,0,0,Manager,0,0,0,0,0
T02410,12102.79,Purchase,0.12,E165,IT,10,0,0,VP,0,0,0,0,0
T02411,23312.63,Expense,0.17,E210,IT,1,1,0,VP,1,0,0,0,0
T02412,3029.32,Transfer,0.45,E311,Sales,2,1,0,VP,0,0,1,0,0
T02413,13294.68,Expense,0.34,E270,Admin,21,0,0,Director,0,0,0,0,0
T02414,558.46,Transfer,0.47,E158,HR,10,0,0,Director,0,0,0,1,0
T02415,14082.35,Transfer,0.43,E129,HR,5,1,0,Director,0,0,1,0,0
T02416,66494.4,Expense,0.64,E366,HR,26,1,0,Director,0,0,0,0,0
T02417,9696.88,Transfer,0.94,E253,HR,12,0,0,VP,0,0,0,0,0
T02418,795.53,Expense,0.11,E101,Finance,19,0,1,Manager,0,0,0,0,0
T02419,628.9,Expense,0.1,E268,HR,21,1,0,Director,0,0,0,0,0
T02420,9820.03,Purchase,0.85,E313,Sales,25,0,0,VP,1,0,0,0,0
T02421,3487.66,Expense,0.51,E350,HR,2,0,0,Director,0,0,0,1,0
T02422,472.58,Purchase,0.77,E130,Sales,29,1,0,Manager,0,0,0,0,0
T02423,28229.26,Expense,0.22,E282,IT,6,1,0,VP,1,1,0,0,1
T02424,12269.09,Transfer,0.83,E288,Admin,15,0,0,Manager,0,0,0,1,0
T02425,6828.54,Expense,0.92,E312,HR,8,1,0,VP,0,0,0,1,0
T02426,46068.35,Transfer,0.64,E226,Sales,16,0,0,Director,1,0,0,1,0
T02427,2469.11,Purchase,0.11,E391,Sales,19,0,0,Director,0,0,0,0,0
T02428,62434.45,Transfer,0.9,E395,Admin,18,0,0,Director,0,1,1,0,1
T02429,7536.58,Expense,0.79,E122,IT,27,1,0,Director,1,0,0,0,1
T02430,43857.34,Transfer,0.75,E117,HR,17,0,0,Manager,0,0,0,0,0
T02431,18473.5,Purchase,0.04,E178,Sales,29,0,1,VP,1,0,0,0,0
T02432,35055.47,Transfer,0.8,E133,HR,1,0,0,Director,0,0,0,0,0
T02433,82719.79,Transfer,0.14,E206,Finance,11,0,1,Director,0,0,0,0,0
T02434,6804.94,Expense,0.22,E298,Sales,4,0,0,Manager,0,0,0,1,0
T02435,64953.47,Expense,0.58,E290,IT,28,1,1,Manager,0,0,0,0,1
T02436,9868.95,Transfer,0.26,E331,Admin,6,0,0,Director,0,0,0,1,0
T02437,9739.31,Purchase,0.66,E161,Sales,7,0,1,Manager,1,0,1,0,0
T02438,8322.04,Transfer,0.61,E141,Finance,29,0,0,Manager,0,0,0,0,0
T02439,15591.87,Purchase,0.11,E123,Admin,8,0,0,Director,0,0,0,0,0
T02440,3348.15,Purchase,0.66,E262,IT,24,1,0,Director,0,0,1,0,0
T02441,16135.79,Purchase,0.92,E282,HR,10,1,0,Director,0,0,0,0,0
T02442,15604.84,Transfer,0.16,E194,HR,17,0,0,Director,1,0,0,0,0
T02443,28701.44,Purchase,0.6,E182,Sales,12,1,1,VP,0,0,0,0,0
T02444,35873.22,Transfer,0.34,E192,Admin,8,0,0,VP,0,0,0,1,0
T02445,11612.14,Purchase,0.46,E377,Finance,12,1,0,VP,1,1,0,1,1
T02446,7200.27,Purchase,0.29,E204,Finance,26,1,0,Manager,0,0,1,1,0
T02447,6004.13,Transfer,0.35,E184,IT,17,0,1,Manager,0,0,0,1,0
T02448,4328.92,Expense,0.03,E160,Admin,3,0,0,Manager,0,0,0,0,0
T02449,1187.52,Expense,0.98,E307,Admin,14,1,0,VP,0,0,1,0,0
T02450,8384.63,Transfer,0.62,E257,HR,12,0,1,Manager,1,1,0,0,1
T02451,6301.0,Transfer,0.5,E168,IT,5,0,1,VP,0,0,0,0,0
T02452,67874.94,Expense,0.38,E361,IT,13,0,0,VP,0,0,0,0,0
T02453,16315.74,Expense,0.54,E333,IT,11,0,1,VP,0,0,1,0,0
T02454,8532.05,Expense,0.38,E238,Admin,16,1,1,VP,0,0,0,1,0
T02455,17372.29,Transfer,0.36,E379,HR,26,0,0,Manager,0,1,1,0,0
T02456,2997.79,Purchase,0.46,E330,IT,10,1,0,Director,0,0,1,0,0
T02457,11741.31,Transfer,0.28,E150,HR,28,0,1,Manager,0,0,0,0,0
T02458,19682.52,Expense,0.18,E338,IT,24,0,0,Manager,0,1,0,0,0
T02459,13423.72,Purchase,0.56,E118,Admin,8,1,1,Director,0,0,1,1,0
T02460,10275.89,Transfer,0.84,E277,HR,6,0,0,VP,0,0,1,0,0
T02461,101820.83,Expense,0.15,E308,Sales,20,0,0,Manager,0,0,0,1,0
T02462,42457.8,Transfer,0.03,E230,IT,20,0,0,VP,0,0,0,0,0
T02463,19531.75,Purchase,0.25,E330,Admin,24,0,0,VP,0,1,0,0,0
T02464,16850.46,Expense,0.98,E191,HR,27,0,0,VP,0,0,0,0,0
T02465,19386.47,Transfer,0.83,E130,Finance,3,0,1,Manager,0,0,0,1,0
T02466,4495.7,Purchase,0.6,E348,Admin,24,1,0,Director,0,0,1,0,0
T02467,10055.09,Purchase,0.93,E223,Admin,20,1,0,Manager,0,0,0,0,0
T02468,805.18,Transfer,0.45,E235,Finance,10,0,0,Director,0,0,1,0,0
T02469,12907.95,Purchase,0.98,E372,Finance,25,0,1,Director,0,1,0,0,1
T02470,15662.51,Expense,0.3,E199,Sales,28,0,0,Director,0,0,1,0,0
T02471,5168.93,Purchase,0.24,E318,Sales,18,1,0,Manager,0,0,0,0,0
T02472,66500.76,Transfer,0.64,E203,Sales,10,0,0,VP,0,0,0,0,0
T02473,48038.08,Expense,0.38,E196,Admin,13,0,0,Director,0,0,0,1,0
T02474,25612.99,Purchase,0.63,E302,Admin,14,0,1,VP,0,0,0,1,0
T02475,15245.09,Purchase,0.3,E120,Admin,1,0,1,Director,0,0,0,0,0
T02476,40799.67,Expense,0.62,E297,Sales,20,0,0,Manager,0,0,0,0,0
T02477,2800.24,Expense,0.28,E211,HR,15,0,0,Manager,0,0,1,0,0
T02478,31261.57,Purchase,0.05,E248,Admin,25,1,0,Manager,0,0,0,0,0
